"CountryCode","SeriesCode","DESCRIPTION",
"CAN","CM.MKT.LDOM.NO","Data for TMX Group. Data for years 2008-2012, 2014-2015, 2020 - includes Canadian Securities Exchange",
"CAN","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CAN","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CAN","SP.POP.TOTL","Data source: Statistics Canada",
"CAN","IT.NET.USER.ZS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IT.MLT.MAIN.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CAN","IT.NET.BBND","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","IS.RRS.GOOD.MT.K6","Source: OECD",
"CAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CAN","SP.DYN.LE00.MA.IN","Data source: Statistics Canada",
"CAN","IT.CEL.SETS","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.DYN.CDRT.IN","Data source: Statistics Canada, United Nations Population and Vital Statistics Report, United Nations World Population Prospects",
"CAN","IT.NET.BBND.P2","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CAN","SP.DYN.TFRT.IN","Data source: Statistics Canada, United Nations World Population Prospects",
"CAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","IT.MLT.MAIN","Statistics Canada. Canadian Radio-television and Telecommunications Commission.",
"CAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CAN","SP.POP.GROW","Data source: Statistics Canada",
"CAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","MS.MIL.XPND.CD","1960-1989 SIPRI estimates.",
"CHE","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists in all types of accommodation establishments. Until 2015: hotels and similar establishments (including health establishments). From 2016 onwards: all collective tourism establishments.",
"CHE","IS.RRS.PASG.KM","Source: OECD",
"CHE","SP.DYN.AMRT.FE","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"CHE","SP.DYN.CDRT.IN","Data source: Eurostat",
"CHE","SP.DYN.CBRT.IN","Data source: Eurostat",
"CHE","IS.SHP.GOOD.TU","Includes Liechtenstein",
"CHE","IT.CEL.SETS.P2","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.LE00.FE.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","IT.NET.BBND.P2","Swisscom. From 1999: OFCOM.",
"CHE","SP.DYN.LE00.MA.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"CHE","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SP.DYN.TFRT.IN","Data source: Eurostat, Swiss Federal Statistical Office",
"CHE","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SP.POP.GROW","Data source: Eurostat",
"CHE","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","SP.DYN.AMRT.MA","Data source: Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"CHE","SP.POP.TOTL","Data source: Eurostat",
"CHE","IT.MLT.MAIN","Swisscom. From 1999: OFCOM.",
"CHE","IT.MLT.MAIN.P2","Swisscom. From 1999: OFCOM.",
"CHE","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHE","IT.NET.USER.ZS","Swisscom. From 1999: OFCOM.",
"CHE","MS.MIL.XPND.CN","1960-1989 SIPRI estimates.",
"CHE","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHE","IT.NET.BBND","Swisscom. From 1999: OFCOM.",
"CHE","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHE","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHE","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHE","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHE","IT.CEL.SETS","Swisscom. From 1999: OFCOM.",
"CHI","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.0014.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.0014.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.TO65.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.0014.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.TO65.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHI","SP.POP.1564.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.1564.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.ADO.TFRT","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.TOTL.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.MA.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.65UP.TO.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.BRTH.MF","Refers to Guernsey, and Jersey.",
"CHI","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for the Channel Islands are based on the number of persons born outside the territory of Guernsey and Jersey.",
"CHI","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHI","SP.POP.TOTL.FE.ZS","Refers to Guernsey, and Jersey.",
"CHI","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CHI","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"CHL","IT.CEL.SETS.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders.",
"CHL","IT.MLT.MAIN.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","IT.NET.BBND.P2","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"CHL","IT.NET.BBND","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"CHL","IT.MLT.MAIN","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","DT.DOD.DSTC.CD","Data on short-term debt on original maturity basis are based on reports provided by the country.",
"CHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHL","SP.POP.GROW","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"CHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"CHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"CHL","SM.POP.NETM","Data source: United Nations World Population Prospects",
"CHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","IS.RRS.PASG.KM","Source: OECD",
"CHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"CHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","IT.CEL.SETS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists).",
"CHL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"CHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHL","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHL","IT.NET.USER.ZS","Until 1998: Ministerio de Transportes y Telecomunicaciones. Subsecretaría de Telecomunicaciones (Subtel).",
"CHN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"CHN","SP.DYN.CBRT.IN","Data source: National Bureau of Statistics",
"CHN","SP.POP.GROW","Data source: National Bureau of Statistics",
"CHN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SM.POP.TOTL","Estimates are imputed using model estimates. For purposes of estimation, the estimates for China, Hong Kong Special Administrative Region of China and Macao Special Administrative Region of China are derived and reported separately.",
"CHN","IT.MLT.MAIN","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"CHN","IS.RRS.GOOD.MT.K6","Source: OECD",
"CHN","IT.NET.USER.ZS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.ADO.TFRT","The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","MS.MIL.XPND.CN","1989-2019 SIPRI estimates.",
"CHN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"CHN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","IT.CEL.SETS","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","IS.RRS.PASG.KM","Source: OECD",
"CHN","MS.MIL.XPND.CD","1989-2019 SIPRI estimates.",
"CHN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database.",
"CHN","IT.NET.BBND.P2","Ministry of Information Industry (MII). Ministry of Industry and Information Technology.",
"CHN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects. The data for China do not include Hong Kong SAR, China; Macao SAR, China; and Taiwan, China.",
"CHN","SP.POP.TOTL","Data source: National Bureau of Statistics",
"CHN","SP.POP.TOTL.FE.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.POP.TOTL.MA.ZS","Excluding Hong Kong SAR, China; Macao SAR, China; Taiwan, China.",
"CHN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"CHN","MS.MIL.XPND.ZS","1989-2018 SIPRI estimates.",
"CHN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2019 are World Bank staff estimates based on country aggregate reports.",
